id,set,label
8148,test,0
8149,train,0
8150,test,0
8151,train,0
8152,train,0
8153,train,3
8154,train,0
8155,train,2
8156,train,0
8157,train,2
8158,train,0
8159,train,0
8160,train,0
8161,test,0
8162,train,3
8163,test,0
8164,train,3
8165,train,2
8166,train,3
8167,train,3
8168,train,1
8169,train,0
8170,train,0
8171,test,0
8172,train,0
8173,train,0
8174,train,0
8175,train,3
8176,train,0
8177,train,0
8178,train,0
8179,train,0
8180,test,0
8181,train,0
8182,train,0
8183,train,3
8184,train,0
8185,test,0
8186,train,2
8187,train,0
8188,train,3
8189,test,0
8190,train,3
8191,train,0
8192,train,0
8193,train,0
8194,train,2
8195,train,0
8196,train,0
8197,train,3
8198,train,2
8199,test,0
8200,train,0
8201,train,0
8202,train,2
8203,test,0
8204,train,0
8205,train,1
8206,train,0
8207,train,0
8208,train,0
8209,train,3
8210,train,1
8211,train,0
8212,test,0
8213,train,0
8214,train,0
8215,train,3
8216,train,0
8217,train,0
8218,train,3
8219,train,1
8220,train,1
8221,train,2
8222,train,0
8223,train,0
8224,train,3
8225,test,0
8226,train,0
8227,test,2
8228,train,0
8229,train,3
8230,train,3
8231,train,0
8232,train,0
8233,test,2
8234,train,0
8235,train,0
8236,train,0
8237,train,0
8238,test,0
8239,train,0
8240,train,0
8241,test,0
8242,train,0
8243,train,0
8244,train,2
8245,test,3
8246,train,3
8247,train,0
8248,train,3
8249,train,3
8250,train,0
8251,train,0
8252,train,0
8253,train,0
8254,test,0
8255,train,0
8256,train,0
8257,train,0
8258,test,2
8259,train,0
8260,train,1
8261,train,2
8262,train,0
8263,train,0
8264,train,0
8265,train,3
8266,train,2
8267,train,0
8268,train,3
8269,train,0
8270,train,3
8271,train,3
8272,train,0
8273,train,3
8274,test,0
8275,train,0
8276,test,0
8277,train,2
8278,train,0
8279,train,3
8280,train,2
8281,train,0
8282,train,0
8283,train,2
8284,train,0
8285,test,3
8286,train,0
8287,train,3
8288,test,0
8289,train,0
8290,test,3
8291,train,2
8292,train,0
8293,test,2
8294,train,0
8295,train,0
8296,train,0
8297,train,2
8298,train,0
8299,train,0
8300,train,3
8301,train,0
8302,train,3
8303,train,2
8304,train,0
8305,train,3
8306,train,3
8307,train,0
8308,train,0
8309,train,2
8310,train,3
8311,train,0
8312,test,0
8313,train,3
8314,train,0
8315,train,0
8316,train,0
8317,train,0
8318,train,0
8319,train,3
8320,train,3
8321,train,0
8322,train,0
8323,train,0
8324,train,0
8325,train,0
8326,test,0
8327,train,3
8328,train,0
8329,train,3
8330,train,0
8331,train,0
8332,train,3
8333,train,2
8334,train,3
8335,train,2
8336,train,0
8337,train,2
8338,train,0
8339,train,0
8340,train,2
8341,train,3
8342,train,3
8343,train,0
8344,test,2
8345,train,0
8346,train,2
8347,train,3
8348,train,3
8349,train,0
8350,test,0
8351,test,0
8352,train,3
8353,train,2
8354,train,2
8355,train,3
8356,test,0
8357,train,0
8358,train,0
8359,train,1
8360,train,0
8361,train,0
8362,test,0
8363,train,0
8364,train,0
8365,train,0
8366,train,3
8367,test,0
8368,train,1
8369,train,0
8370,train,0
8371,train,3
8372,train,2
8373,train,0
8374,train,0
8375,test,0
8376,train,0
8377,test,3
8378,train,0
8379,train,0
8380,train,0
8381,train,0
8382,train,0
8383,train,0
8384,train,2
8385,test,0
8386,test,0
8387,train,0
8388,test,3
8389,test,0
8390,train,3
8391,train,0
8392,train,0
8393,train,0
8394,test,0
8395,train,3
8396,train,3
8397,train,0
8398,train,0
8399,train,2
8400,train,0
8401,test,3
8402,train,0
8403,train,0
8404,test,0
8405,train,1
8406,train,0
8407,train,1
8408,train,0
8409,train,2
8410,train,2
8411,test,0
8412,train,0
8413,train,3
8414,train,1
8415,train,1
8416,train,2
8417,train,3
8418,train,3
8419,train,1
8420,train,0
8421,test,0
8422,train,0
8423,train,3
8424,train,0
8425,train,2
8426,train,2
8427,test,0
8428,train,0
8429,train,3
8430,train,3
8431,train,3
8432,train,0
8433,train,0
8434,train,0
8435,train,0
8436,train,0
8437,train,0
8438,train,2
8439,train,0
8440,test,0
8441,train,0
8442,train,3
8443,train,0
8444,test,3
8445,train,2
8446,test,2
8447,train,2
8448,train,2
8449,train,3
8450,train,0
8451,train,0
8452,train,3
8453,train,0
8454,train,3
8455,test,0
8456,test,0
8457,train,0
8458,train,0
8459,train,1
8460,train,0
8461,train,0
8462,train,0
8463,train,0
8464,train,3
8465,test,3
8466,train,0
8467,train,3
8468,train,0
8469,train,0
8470,train,2
8471,train,0
8472,test,0
8473,test,0
8474,train,2
8475,train,0
8476,train,2
8477,train,0
8478,train,2
8479,train,2
8480,train,3
8481,train,0
8482,test,3
8483,train,2
8484,test,0
8485,train,0
8486,train,0
8487,train,0
8488,train,3
8489,train,0
8490,train,1
8491,train,0
8492,train,0
8493,train,0
8494,train,0
8495,test,0
8496,train,0
8497,train,0
8498,test,0
8499,test,0
8500,train,0
8501,train,0
8502,train,0
8503,train,0
8504,train,0
8505,train,0
8506,test,0
8507,train,0
8508,train,3
8509,train,2
8510,train,0
8511,train,2
8512,test,0
8513,train,3
8514,train,0
8515,train,0
8516,train,2
8517,train,0
8518,train,0
8519,train,0
8520,train,1
8521,test,2
8522,test,0
8523,train,0
8524,train,3
8525,train,0
8526,train,0
8527,test,0
8528,test,0
8529,train,2
8530,train,0
8531,train,1
8532,train,2
8533,test,3
8534,train,0
8535,test,1
8536,train,0
8537,train,0
8538,train,3
8539,train,3
8540,train,3
8541,train,0
8542,train,0
8543,train,0
8544,train,3
8545,train,2
8546,test,3
8547,train,2
8548,train,0
8549,train,2
8550,test,0
8551,test,0
8552,train,0
8553,train,0
8554,train,0
8555,test,0
8556,train,0
8557,test,3
8558,test,2
8559,train,2
8560,train,0
8561,train,1
8562,train,0
8563,train,3
8564,train,3
8565,train,2
8566,train,0
8567,train,2
8568,test,0
8569,train,0
8570,train,0
8571,test,0
8572,train,3
8573,test,0
8574,test,0
8575,train,3
8576,train,3
8577,train,0
8578,train,2
8579,test,3
8580,train,0
8581,train,3
8582,train,0
8583,train,0
8584,train,0
8585,train,3
8586,train,0
8587,test,3
8588,train,3
8589,train,0
8590,test,0
8591,train,0
8592,test,3
8593,train,0
8594,train,2
8595,test,0
8596,train,0
8597,train,0
8598,train,1
8599,test,0
8600,train,2
8601,train,0
8602,train,3
8603,train,3
8604,train,3
8605,train,0
8606,train,0
8607,train,0
8608,train,3
8609,train,0
8610,train,0
8611,test,0
8612,train,0
8613,train,0
8614,train,3
8615,train,0
8616,test,0
8617,train,0
8618,test,0
8619,train,0
8620,test,0
8621,test,0
8622,train,0
8623,train,0
8624,train,2
8625,test,0
8626,train,2
8627,train,0
8628,train,3
8629,train,0
8630,test,0
8631,train,3
8632,test,0
8633,train,0
8634,test,0
8635,train,3
8636,train,1
8637,train,0
8638,test,0
8639,test,0
8640,train,0
8641,train,0
8642,train,0
8643,test,0
8644,train,2
8645,train,2
8646,train,3
8647,train,0
8648,test,0
8649,test,3
8650,train,2
8651,train,1
8652,train,0
8653,test,0
8654,train,2
8655,train,3
8656,train,2
8657,train,0
8658,test,0
8659,train,0
8660,train,0
8661,train,0
8662,train,2
8663,train,1
8664,train,2
8665,test,1
8666,test,0
8667,train,0
8668,test,0
8669,train,3
8670,train,3
8671,train,2
8672,train,3
8673,test,0
8674,train,0
8675,train,2
8676,train,0
8677,train,1
8678,test,0
8679,train,3
8680,train,3
8681,test,3
8682,train,0
8683,train,0
8684,test,3
8685,test,0
8686,test,3
8687,train,0
8688,test,0
8689,train,0
8690,train,0
8691,train,0
8692,train,0
8693,test,2
8694,train,0
8695,train,0
8696,test,0
8697,test,0
8698,train,3
8699,train,0
8700,train,0
8701,test,0
8702,train,0
8703,train,3
8704,train,0
8705,train,0
8706,test,0
8707,train,2
8708,train,2
8709,train,0
8710,train,2
8711,train,0
8712,test,0
8713,train,0
8714,train,3
8715,train,0
8716,train,0
8717,train,3
8718,train,0
8719,train,0
8720,train,0
8721,train,2
8722,test,0
8723,train,2
8724,test,3
8725,train,0
8726,train,0
8727,train,0
8728,train,0
8729,train,0
8730,train,0
8731,train,3
8732,train,0
8733,train,3
8734,train,3
8735,test,0
8736,train,0
8737,train,0
8738,train,3
8739,train,0
8740,train,0
8741,test,0
8742,test,0
8743,train,0
8744,train,0
8745,train,2
8746,train,0
8747,train,3
8748,train,0
8749,test,0
8750,test,0
8751,train,0
8752,test,3
8753,train,2
8754,train,0
8755,train,3
8756,train,0
8757,test,0
8758,train,0
8759,train,3
8760,train,0
8761,train,3
8762,test,3
8763,train,0
8764,train,0
8765,train,1
8766,train,1
8767,train,0
8768,test,0
8769,train,0
8770,test,0
8771,train,3
8772,train,0
8773,train,3
8774,test,2
8775,test,0
8776,train,0
8777,train,0
8778,train,0
8779,train,2
8780,train,0
8781,test,0
8782,train,2
8783,train,0
8784,train,3
8785,train,2
8786,train,0
8787,train,0
8788,train,0
8789,test,0
8790,train,0
8791,test,0
8792,train,0
8793,train,0
8794,train,0
8795,train,0
8796,train,0
8797,train,3
8798,train,0
8799,train,0
8800,train,0
8801,train,0
8802,train,2
8803,train,0
8804,train,3
8805,train,1
8806,test,0
8807,train,1
8808,train,0
8809,test,0
8810,test,3
8811,test,0
8812,train,3
8813,train,0
8814,test,0
8815,train,2
8816,train,0
8817,train,0
8818,train,0
8819,train,3
8820,train,0
8821,train,0
8822,test,0
8823,train,0
8824,train,0
8825,train,0
8826,train,0
8827,test,3
8828,train,3
8829,train,0
8830,test,0
8831,train,0
8832,train,0
8833,test,2
8834,test,0
8835,train,0
8836,train,3
8837,train,3
8838,train,0
8839,train,3
8840,train,0
8841,train,0
8842,train,0
8843,train,2
8844,train,3
8845,train,0
8846,train,0
8847,train,0
8848,test,0
8849,train,0
8850,test,0
8851,test,3
8852,test,2
8853,train,2
8854,train,0
8855,train,0
8856,test,3
8857,train,0
8858,train,3
8859,train,1
8860,train,1
8861,train,0
8862,train,2
8863,train,0
8864,train,2
8865,test,0
8866,train,0
8867,train,0
8868,train,3
8869,train,0
8870,train,3
8871,train,0
8872,train,2
8873,train,0
8874,train,0
8875,train,3
8876,train,0
8877,test,3
8878,test,0
8879,train,0
8880,train,0
8881,train,2
8882,train,3
8883,train,3
8884,test,0
8885,train,0
8886,train,0
8887,test,0
8888,train,0
8889,train,0
8890,train,2
8891,train,0
8892,train,0
8893,train,3
8894,train,0
8895,test,1
8896,test,0
8897,train,0
8898,train,3
8899,train,2
8900,train,3
8901,test,0
8902,train,1
8903,train,3
8904,test,0
8905,train,2
8906,train,1
8907,train,0
8908,train,3
8909,test,0
8910,train,3
8911,train,3
8912,train,2
8913,train,3
8914,train,0
8915,train,2
8916,train,0
8917,train,0
8918,train,2
8919,train,3
8920,test,0
8921,train,0
8922,train,0
8923,train,0
8924,train,0
8925,train,0
8926,train,0
8927,train,0
8928,train,0
8929,train,0
8930,train,0
8931,train,2
8932,train,0
8933,train,2
8934,train,1
8935,train,3
8936,train,0
8937,train,3
8938,test,0
8939,test,0
8940,test,0
8941,train,3
8942,train,0
8943,test,0
8944,train,0
8945,train,0
8946,test,0
8947,test,2
8948,train,0
8949,train,0
8950,test,0
8951,train,3
8952,test,0
8953,train,2
8954,train,0
8955,train,0
8956,train,0
8957,train,0
8958,test,0
8959,train,0
8960,train,0
8961,train,2
8962,test,0
8963,train,0
8964,train,2
8965,test,0
8966,train,0
8967,train,0
8968,test,0
8969,train,0
8970,test,0
8971,train,3
8972,train,0
8973,train,0
8974,test,0
8975,train,0
8976,train,3
8977,train,3
8978,test,3
8979,train,0
8980,train,0
8981,train,0
8982,train,0
8983,train,0
8984,test,0
8985,train,0
8986,train,3
8987,train,0
8988,train,0
8989,test,0
8990,test,3
8991,train,3
8992,train,0
8993,train,2
8994,train,0
8995,train,0
8996,test,3
8997,train,0
8998,train,0
8999,test,0
9000,train,0
9001,test,3
9002,test,3
9003,test,2
9004,test,0
9005,train,0
9006,train,0
9007,train,0
9008,train,0
9009,train,0
9010,train,2
9011,test,2
9012,train,0
9013,train,2
9014,test,0
9015,train,3
9016,train,0
9017,test,0
9018,train,3
9019,train,0
9020,train,0
9021,test,2
9022,test,3
9023,train,3
9024,test,0
9025,train,3
9026,test,3
9027,test,3
9028,train,0
9029,train,3
9030,test,3
9031,train,3
9032,train,0
9033,train,2
9034,train,3
9035,train,0
9036,train,3
9037,train,0
9038,train,0
9039,train,0
9040,train,3
9041,train,0
9042,test,0
9043,train,0
9044,train,3
9045,test,0
9046,train,0
9047,train,3
9048,train,2
9049,train,0
9050,train,3
9051,test,0
9052,train,3
9053,train,3
9054,test,2
9055,train,0
9056,train,0
9057,train,1
9058,train,0
9059,train,3
9060,train,0
9061,test,2
9062,test,0
9063,test,3
9064,train,2
9065,test,0
9066,train,0
9067,test,2
9068,train,2
9069,train,0
9070,test,2
9071,train,3
9072,train,0
9073,train,0
9074,train,3
9075,test,2
9076,train,2
9077,train,0
9078,train,0
9079,train,0
9080,train,0
9081,train,0
9082,train,0
9083,train,0
9084,train,3
9085,train,0
9086,train,0
9087,train,3
9088,train,0
9089,train,3
9090,train,0
9091,test,0
9092,train,0
9093,train,0
9094,train,0
9095,train,0
9096,test,2
9097,train,0
9098,train,3
9099,train,0
9100,train,0
9101,train,0
9102,train,0
9103,test,0
9104,train,3
9105,train,2
9106,train,0
9107,train,3
9108,train,3
9109,train,3
9110,train,0
9111,train,2
9112,train,1
9113,train,0
9114,train,0
9115,train,0
9116,train,3
9117,train,0
9118,train,0
9119,train,0
9120,test,3
9121,train,3
9122,train,0
9123,train,0
9124,train,0
9125,train,3
9126,test,0
9127,train,1
9128,train,2
9129,train,2
9130,train,0
9131,train,0
9132,test,2
9133,train,2
9134,test,2
9135,train,3
9136,train,0
9137,train,3
9138,train,2
9139,train,0
9140,train,0
9141,test,0
9142,train,2
9143,train,2
9144,train,0
9145,train,0
9146,test,0
9147,train,0
9148,test,3
9149,train,3
9150,train,0
9151,test,0
9152,train,0
9153,train,0
9154,train,3
9155,train,0
9156,train,0
9157,test,0
9158,train,0
9159,train,3
9160,train,0
9161,train,2
9162,train,0
9163,train,0
9164,train,0
9165,train,2
9166,test,0
9167,train,0
9168,train,3
9169,train,0
9170,train,0
9171,train,0
9172,train,0
9173,test,2
9174,train,0
9175,train,0
9176,test,3
9177,test,3
9178,train,3
9179,train,0
9180,train,0
9181,train,0
9182,train,2
9183,train,0
9184,train,0
9185,train,2
9186,train,0
9187,train,3
9188,train,2
9189,train,2
9190,test,0
9191,train,0
9192,train,0
9193,train,0
9194,train,2
9195,test,0
9196,train,0
9197,train,0
9198,train,3
9199,train,0
9200,train,3
9201,train,0
9202,train,0
9203,train,0
9204,train,0
9205,train,0
9206,test,0
9207,train,0
9208,train,0
9209,train,0
9210,train,3
9211,train,0
9212,train,0
9213,train,0
9214,train,3
9215,train,0
9216,train,3
9217,train,0
9218,train,0
9219,test,0
9220,train,0
9221,test,0
9222,train,0
9223,test,2
9224,train,0
9225,train,0
9226,train,3
9227,train,2
9228,train,3
9229,train,0
9230,test,0
9231,test,3
9232,train,0
9233,test,0
9234,train,0
9235,train,0
9236,train,0
9237,train,0
9238,train,2
9239,train,0
9240,train,0
9241,train,0
9242,train,0
9243,train,3
9244,train,0
9245,train,0
9246,train,3
9247,train,0
9248,test,2
9249,train,3
9250,train,0
9251,train,2
9252,train,2
9253,train,0
9254,test,0
9255,train,0
9256,test,3
9257,train,2
9258,test,0
9259,train,3
9260,train,0
9261,test,2
9262,train,0
9263,train,2
9264,train,0
9265,train,2
9266,test,0
9267,train,3
9268,train,0
9269,train,3
9270,train,0
9271,train,0
9272,train,0
9273,test,2
9274,train,3
9275,train,0
9276,test,0
9277,test,2
9278,train,0
9279,train,0
9280,train,0
9281,train,0
9282,train,3
9283,train,1
9284,train,0
9285,train,3
9286,train,0
9287,train,2
9288,train,1
9289,train,3
9290,train,0
9291,train,0
9292,test,0
9293,train,3
9294,train,0
9295,train,3
9296,train,0
9297,test,2
9298,train,0
9299,test,0
9300,train,3
9301,train,0
9302,train,3
9303,test,2
9304,train,0
9305,train,0
9306,test,0
9307,train,3
9308,train,3
9309,train,0
9310,train,0
9311,train,0
9312,train,0
9313,train,0
9314,train,0
9315,test,0
9316,test,0
9317,train,2
9318,train,0
9319,test,3
9320,train,0
9321,test,0
9322,train,0
9323,train,2
9324,test,2
9325,train,3
9326,test,2
9327,train,0
9328,train,0
9329,train,2
9330,train,0
9331,train,0
9332,train,0
9333,train,0
9334,train,0
9335,train,0
9336,test,2
9337,test,0
9338,train,2
9339,train,2
9340,train,0
9341,train,3
9342,test,2
9343,train,0
9344,train,0
9345,train,0
9346,train,2
9347,train,0
9348,train,0
9349,train,0
9350,test,3
9351,train,0
9352,test,0
9353,test,2
9354,test,2
9355,train,3
9356,test,3
9357,train,0
9358,train,3
9359,test,0
9360,train,0
9361,train,0
9362,train,0
9363,train,2
9364,train,0
9365,train,2
9366,test,0
9367,train,0
9368,test,0
9369,train,2
9370,train,3
9371,test,0
9372,train,0
9373,train,3
9374,train,0
9375,train,0
9376,train,0
9377,train,0
9378,train,0
9379,train,3
9380,train,0
9381,train,0
9382,train,2
9383,train,2
9384,train,0
9385,train,3
9386,train,2
9387,train,0
9388,train,0
9389,train,0
9390,test,0
9391,train,2
9392,train,0
9393,test,3
9394,train,0
9395,train,0
9396,train,0
9397,train,1
9398,train,0
9399,train,3
9400,train,1
9401,train,3
9402,train,2
9403,train,0
9404,train,0
9405,train,0
9406,train,0
9407,train,3
9408,train,0
9409,train,2
9410,train,0
9411,train,0
9412,train,0
9413,train,2
9414,train,3
9415,train,3
9416,train,2
9417,train,3
9418,train,0
9419,train,0
9420,train,0
9421,train,0
9422,train,0
9423,test,2
9424,test,2
9425,test,0
9426,train,3
9427,train,0
9428,train,0
9429,train,2
9430,train,0
9431,train,0
9432,test,0
9433,train,0
9434,test,0
9435,train,0
9436,train,0
9437,train,0
9438,train,2
9439,test,2
9440,train,0
9441,test,0
9442,train,0
9443,train,0
9444,train,0
9445,train,1
9446,train,3
9447,test,0
9448,test,0
9449,train,0
9450,train,0
9451,test,0
9452,test,2
9453,train,2
9454,train,0
9455,train,0
9456,train,3
9457,test,3
9458,train,0
9459,train,1
9460,train,0
9461,train,3
9462,test,2
9463,train,0
9464,train,3
9465,train,1
9466,test,0
9467,train,0
9468,train,3
9469,train,0
9470,train,3
9471,test,0
9472,train,0
9473,train,2
9474,train,3
9475,train,0
9476,train,0
9477,train,0
9478,train,3
9479,train,0
9480,train,0
9481,train,0
9482,train,0
9483,train,0
9484,train,0
9485,train,0
9486,train,0
9487,train,0
9488,test,0
9489,train,3
9490,train,3
9491,train,0
9492,train,3
9493,train,3
9494,train,0
9495,train,0
9496,train,2
9497,train,0
9498,train,2
9499,train,2
9500,train,1
9501,train,0
9502,train,0
9503,train,3
9504,train,2
9505,train,0
9506,train,0
9507,train,0
9508,train,0
9509,train,0
9510,train,1
9511,train,0
9512,train,0
9513,train,2
9514,test,0
9515,test,2
9516,test,2
9517,train,2
9518,train,3
9519,train,2
9520,train,0
9521,train,0
9522,train,0
9523,train,2
9524,train,0
9525,train,2
9526,train,3
9527,test,0
9528,train,0
9529,train,3
9530,train,2
9531,train,0
9532,train,0
9533,test,0
9534,train,0
9535,train,0
9536,train,2
9537,test,0
9538,train,0
9539,train,0
9540,train,0
9541,train,0
9542,train,0
9543,train,3
9544,train,0
9545,train,0
9546,train,3
9547,test,0
9548,train,0
9549,train,3
9550,test,0
9551,train,0
9552,train,2
9553,test,0
9554,test,0
9555,train,1
9556,train,0
9557,test,3
9558,train,0
9559,train,2
9560,train,0
9561,test,0
9562,test,0
9563,train,3
9564,test,1
9565,train,2
9566,train,0
9567,train,0
9568,train,0
9569,train,3
9570,train,0
9571,train,0
9572,train,0
9573,train,0
9574,train,3
9575,test,0
9576,train,0
9577,train,3
9578,train,0
9579,test,0
9580,test,0
9581,train,3
9582,train,0
9583,test,2
9584,train,3
9585,train,0
9586,train,0
9587,train,0
9588,test,2
9589,train,0
9590,train,0
9591,train,0
9592,train,3
9593,train,0
9594,train,1
9595,train,0
9596,train,0
9597,test,0
9598,train,0
9599,train,0
9600,train,0
9601,train,3
9602,train,0
9603,train,0
9604,test,3
9605,train,0
9606,test,0
9607,train,3
9608,train,3
9609,test,0
9610,train,0
9611,train,2
9612,train,3
9613,train,0
9614,train,0
9615,train,0
9616,train,0
9617,train,2
9618,train,0
9619,train,0
9620,train,0
9621,train,0
9622,train,0
9623,train,0
9624,train,0
9625,train,0
9626,train,3
9627,train,3
9628,train,0
9629,train,0
9630,test,0
9631,train,2
9632,train,0
9633,train,2
9634,train,0
9635,train,2
9636,train,0
9637,train,2
9638,test,3
9639,train,0
9640,train,0
9641,train,2
9642,test,0
9643,train,3
9644,train,3
9645,train,0
9646,train,3
9647,train,0
9648,train,3
9649,test,2
9650,train,0
9651,train,2
9652,train,0
9653,train,0
9654,train,0
9655,train,0
9656,test,0
9657,train,0
9658,train,0
9659,train,0
9660,train,0
9661,train,2
9662,test,0
9663,train,0
9664,train,0
9665,test,0
9666,train,0
9667,train,0
9668,train,0
9669,train,0
9670,train,2
9671,train,2
9672,train,0
9673,train,0
9674,train,2
9675,train,0
9676,train,2
9677,train,0
9678,test,2
9679,test,0
9680,train,0
9681,test,3
9682,test,2
9683,test,0
9684,train,0
9685,train,0
9686,train,0
9687,train,0
9688,train,0
9689,train,0
9690,train,0
9691,test,2
9692,train,2
9693,train,2
9694,train,0
9695,train,3
9696,train,0
9697,train,2
9698,train,0
9699,test,3
9700,train,0
9701,train,0
9702,train,2
9703,train,0
9704,test,0
9705,train,0
9706,train,3
9707,test,0
9708,train,0
9709,train,0
9710,train,0
9711,train,0
9712,train,0
9713,train,0
9714,train,2
9715,train,0
9716,test,2
9717,train,0
9718,test,0
9719,train,3
9720,train,0
9721,train,0
9722,train,0
9723,train,3
9724,test,0
9725,test,2
9726,train,2
9727,train,0
9728,train,0
9729,train,2
9730,train,0
9731,test,0
9732,train,0
9733,train,0
9734,train,3
9735,train,3
9736,test,2
9737,test,0
9738,train,0
9739,train,0
9740,train,0
9741,train,0
9742,train,3
9743,train,2
9744,train,2
9745,train,1
9746,train,3
9747,train,0
9748,train,0
9749,train,0
9750,test,0
9751,train,0
9752,train,2
9753,train,0
9754,train,0
9755,train,0
9756,train,3
9757,train,0
9758,train,0
9759,train,0
9760,train,0
9761,train,0
9762,train,0
9763,test,0
9764,train,2
9765,test,0
9766,train,3
9767,test,0
9768,train,0
9769,train,0
9770,train,3
9771,train,0
9772,train,0
9773,train,2
9774,train,0
9775,train,3
9776,train,0
9777,test,0
9778,test,0
9779,train,3
9780,train,2
9781,train,0
9782,train,3
9783,train,0
9784,train,0
9785,train,0
9786,test,0
9787,test,2
9788,train,2
9789,train,3
9790,train,3
9791,train,0
9792,train,0
9793,test,0
9794,train,0
9795,train,0
9796,train,0
9797,test,0
9798,test,0
9799,train,2
9800,train,3
9801,train,0
9802,train,0
9803,train,2
9804,train,1
9805,train,0
9806,train,0
9807,train,2
9808,train,3
9809,train,0
9810,train,3
9811,train,0
9812,train,0
9813,train,0
9814,test,3
9815,train,2
9816,train,0
9817,train,3
9818,train,0
9819,train,0
9820,train,0
9821,train,0
9822,train,0
9823,train,0
9824,train,0
9825,train,0
9826,train,0
9827,train,0
9828,train,0
9829,train,0
9830,train,0
9831,train,0
9832,train,0
9833,train,2
9834,train,0
9835,test,0
9836,train,0
9837,train,0
9838,train,0
9839,train,0
9840,train,0
9841,train,2
9842,test,3
9843,train,0
9844,train,0
9845,test,3
9846,train,2
9847,train,0
9848,train,0
9849,train,0
9850,train,0
9851,train,3
9852,train,3
9853,train,0
9854,train,0
9855,test,0
9856,test,0
9857,train,0
9858,train,3
9859,train,0
9860,train,0
9861,train,0
9862,test,0
9863,train,0
9864,train,0
9865,train,2
9866,train,0
9867,train,3
9868,test,0
9869,train,3
9870,train,3
9871,train,1
9872,train,0
9873,test,0
9874,test,3
9875,test,0
9876,test,0
9877,train,3
9878,train,2
9879,train,0
9880,test,0
9881,train,1
9882,train,0
9883,train,0
9884,test,2
9885,train,0
9886,test,0
9887,train,0
9888,test,0
9889,test,3
9890,train,0
9891,test,0
9892,train,3
9893,train,0
9894,train,0
9895,train,2
9896,train,0
9897,test,2
9898,train,3
9899,train,3
9900,train,2
9901,train,2
9902,train,0
9903,train,0
9904,train,2
9905,train,3
9906,train,0
9907,train,0
9908,train,0
9909,test,0
9910,train,0
9911,train,2
9912,train,0
9913,train,0
9914,train,0
9915,test,0
9916,test,0
9917,test,2
9918,train,3
9919,train,0
9920,train,0
9921,train,3
9922,train,0
9923,train,0
9924,train,0
9925,train,2
9926,train,1
9927,train,3
9928,train,0
9929,train,0
9930,train,0
9931,train,2
9932,test,0
9933,train,0
9934,train,0
9935,test,2
9936,train,1
9937,train,0
9938,train,0
9939,train,3
9940,test,0
9941,train,2
9942,train,0
9943,train,3
9944,train,2
9945,train,2
9946,train,2
9947,train,0
9948,train,0
9949,train,3
9950,train,3
9951,train,0
9952,test,1
9953,train,2
9954,test,0
9955,train,0
9956,train,0
9957,train,0
9958,train,0
9959,train,3
9960,train,0
9961,train,3
9962,train,0
9963,train,2
9964,train,0
9965,train,0
9966,train,0
9967,train,2
9968,train,3
9969,train,3
9970,train,0
9971,train,0
9972,train,0
9973,train,2
9974,train,0
9975,test,0
9976,train,0
9977,train,0
9978,train,3
9979,train,0
9980,train,0
9981,train,0
9982,train,0
9983,train,0
9984,test,3
9985,train,0
9986,test,0
9987,train,0
9988,test,0
9989,train,0
9990,train,0
9991,train,0
9992,train,3
9993,train,0
9994,train,2
9995,train,3
9996,train,3
9997,train,1
9998,train,0
9999,train,3
10000,train,2
10001,test,0
10002,train,3
10003,test,3
10004,train,0
10005,test,0
10006,train,2
10007,test,0
10008,test,2
10009,test,2
10010,train,0
10011,train,0
10012,train,0
10013,train,3
10014,train,0
10015,train,0
10016,train,2
10017,test,3
10018,train,3
10019,train,0
10020,train,0
10021,train,2
10022,test,0
10023,train,2
10024,train,1
10025,train,0
10026,train,0
10027,train,2
10028,test,0
10029,train,0
10030,train,3
10031,train,0
10032,test,0
10033,train,2
10034,train,0
10035,train,0
10036,train,3
10037,train,0
10038,train,0
10039,train,2
10040,test,0
10041,test,0
10042,test,1
10043,test,0
10044,train,0
10045,train,0
10046,test,0
10047,train,3
10048,train,3
10049,test,0
10050,test,0
10051,test,0
10052,train,0
10053,test,0
10054,train,0
10055,train,0
10056,train,0
10057,train,3
10058,train,0
10059,test,3
10060,train,0
10061,train,0
10062,train,0
10063,train,0
10064,train,0
10065,test,2
10066,train,0
10067,train,0
10068,train,0
10069,train,0
10070,train,0
10071,train,0
10072,train,0
10073,train,0
10074,train,0
10075,train,0
10076,train,0
10077,train,2
10078,train,2
10079,train,0
10080,train,0
10081,train,0
10082,train,0
10083,train,0
10084,train,2
10085,train,2
10086,test,2
10087,train,2
10088,train,0
10089,train,0
10090,train,3
10091,train,0
10092,train,0
10093,test,0
10094,train,0
10095,train,3
10096,test,2
10097,test,0
10098,train,3
10099,train,0
10100,train,0
10101,train,3
10102,train,3
10103,train,0
10104,train,0
10105,train,2
10106,train,0
10107,train,0
10108,train,3
10109,train,3
10110,train,0
10111,train,3
10112,test,0
10113,train,0
10114,test,3
10115,train,1
10116,test,3
10117,train,0
10118,train,0
10119,test,0
10120,train,0
10121,train,0
10122,train,0
10123,train,0
10124,train,0
10125,train,2
10126,train,1
10127,train,0
10128,test,0
10129,train,0
10130,train,0
10131,test,0
10132,test,3
10133,test,2
10134,train,0
10135,train,0
10136,train,0
10137,train,0
10138,train,0
10139,test,0
10140,test,2
10141,test,0
10142,train,0
10143,train,0
10144,train,0
10145,train,0
10146,train,0
